1.706,2.8859,1
-0.70611,3.5617,-1
3.4253,1.9469,1
2.5357,1.5779,1
1.6896,3.4147,-1
4.0047,2.3563,-1
2.7334,2.5772,1
1.6154,3.6653,-1
2.2108,2.9892,-1
1.3982,1.4484,-1
2.8789,4.7824,-1
2.9128,4.0198,-1
2.8178,2.3021,1
1.6515,3.8303,-1
2.0785,1.2126,1
3.6777,2.3677,1
4.1208,3.3049,-1
2.7454,2.4412,1
3.139,2.9952,1
1.977,1.7282,1
2.535,3.2626,1
5.6796,2.8991,1
1.8869,2.6559,-1
1.9094,2.7646,-1
1.6256,1.035,1
1.5564,2.5289,1
2.542,2.0813,1
3.8885,4.4079,-1
2.3818,3.7017,-1
2.9972,1.5965,1
2.5976,3.0167,-1
1.7042,3.55,-1
2.8189,3.3974,1
2.0753,2.8371,-1
2.5671,2.3553,1
2.1268,2.6372,-1
2.425,3.8684,-1
2.3609,2.9567,-1
2.6456,1.8865,1
3.703,3.3481,1
3.5791,3.6055,1
3.2452,4.0465,-1
2.5984,4.5539,-1
2.4084,3.1616,-1
2.802,1.349,-1
2.3422,2.5955,-1
2.4029,0.71802,1
2.9223,1.4384,1
1.9383,2.7819,-1
1.2236,4.1354,-1
2.804,1.9178,-1
1.7824,3.2454,-1
1.4634,3.369,-1
2.415,2.8379,-1
1.5999,1.5848,-1
1.5539,4.6427,-1
2.7921,3.2119,-1
3.3518,4.06,-1
3.7501,1.5288,-1
1.5889,3.9396,-1
2.5858,1.9279,1
2.9055,2.5844,1
3.0575,4.244,-1
1.7687,3.7735,-1
4.9621,3.8261,1
3.3064,3.8641,-1
1.9632,2.0858,-1
2.1303,3.1601,-1
-0.38411,2.7843,-1
2.1278,2.1822,-1
0.67945,2.7346,-1
2.7161,2.7172,-1
2.7935,0.11045,1
2.8538,3.98,-1
3.3281,3.8173,-1
4.2202,1.327,-1
3.5031,3.804,-1
3.7833,2.9467,1
2.5703,2.3665,1
3.069,2.8452,1
2.0886,2.6664,-1
2.8759,2.6538,1
3.0381,1.3126,1
1.6813,3.4348,1
4.0239,4.7254,-1
3.8564,2.2222,1
2.6964,1.8358,1
1.4804,3.1689,-1
2.4809,3.3742,-1
3.5126,1.1343,1
2.4116,2.9639,-1
2.1531,1.573,1
0.78416,3.8206,-1
0.93348,2.072,-1
1.7308,2.9161,-1
1.1189,2.7224,-1
1.4701,3.5692,-1
2.8164,2.068,1
2.2315,2.9811,-1
1.7099,2.1733,-1
2.3685,3.5137,-1
2.0741,1.8347,1
1.7355,1.4962,-1
2.3197,3.123,-1
2.809,3.4106,-1
4.0327,2.0166,1
2.9683,2.9733,-1
1.5318,4.1174,-1
2.1059,4.7287,-1
1.6493,3.5576,1
1.6383,4.144,-1
2.5218,2.2763,1
4.4502,2.2979,1
1.6582,4.2747,-1
0.71318,3.6618,-1
2.1577,1.958,1
2.8037,2.7542,-1
2.6348,1.4232,1
2.7581,0.37996,1
2.2035,3.1851,1
3.5584,1.2317,1
2.3082,1.6284,1
2.2672,1.4766,1
3.5195,2.2081,1
2.1178,0.8255,1
3.1303,2.5193,1
1.2589,4.7592,-1
3.4464,3.6718,-1
1.9614,2.7205,-1
2.5963,3.1956,-1
2.0022,1.7271,1
4.0538,2.2775,1
1.9906,2.237,-1
2.7464,2.5509,1
2.2249,-0.46007,-1
1.13,2.6414,-1
2.7747,2.7163,-1
3.2598,3.8378,-1
2.9663,3.672,-1
3.0561,2.5342,1
3.591,2.0513,1
2.6181,3.5453,-1
1.7793,3.5537,-1
1.77,0.65937,1
1.4916,2.6917,-1
4.1841,4.9099,-1
3.2943,3.801,-1
1.1788,1.7004,1
5.2316,1.7234,-1
4.1834,3.3316,1
2.8023,3.6185,-1
2.6312,1.5419,1
1.4947,3.0385,-1
1.6736,1.404,1
0.40413,3.0219,-1
2.9995,3.9071,-1
3.3705,1.2549,1
3.2339,3.2366,-1
1.9825,2.1453,-1
3.1687,2.7264,1
1.9737,1.9644,-1
3.6477,2.3804,-1
4.1164,2.4644,1
3.7705,1.6672,1
1.896,2.6722,-1
0.13954,1.7828,1
2.8263,2.0151,1
2.4709,1.1687,1
3.027,2.4963,1
2.1398,2.6938,-1
2.4835,4.8303,-1
3.383,2.9527,1
0.89877,1.9694,-1
1.9843,3.7132,-1
3.2901,3.2327,-1
4.2982,4.0125,1
2.0046,1.6473,1
2.6943,1.6275,1
3.2316,2.556,1
2.7476,3.9539,-1
1.6577,1.0274,1
0.72951,3.5034,-1
3.188,1.8355,1
1.6553,2.2433,-1
1.6154,2.5792,-1
1.5019,1.8656,-1
4.0645,3.2654,1
3.0063,2.7236,1
3.6154,2.4005,1
2.5163,2.5969,-1
2.1921,1.4098,1
1.7872,3.6807,-1
3.1647,2.9897,1
1.8415,1.2546,1
2.1914,1.6685,1
3.1127,3.1683,-1
3.3899,3.7688,-1
1.993,2.6202,-1
3.1132,3.2178,-1
2.8777,2.1116,1
4.4991,3.016,1
4.4432,3.1829,1
2.8518,2.4314,1
2.5128,3.0178,1
1.0727,1.379,-1
3.257,2.9985,1
3.0725,2.5961,1
2.5663,2.3563,1
0.4798,2.3462,-1
1.5549,3.7513,-1
3.7825,1.368,1
2.7451,3.6056,-1
2.6453,1.2452,1
2.3774,3.1419,-1
2.887,3.202,-1
2.498,4.0491,-1
1.6702,3.2894,-1
2.455,2.0148,-1
2.9191,0.3505,1
0.25021,3.5117,-1
1.5549,2.0598,-1
4.1563,2.8864,1
2.4128,3.2067,-1
3.2381,2.609,1
4.1761,0.77117,1
0.69553,2.7174,-1
2.3163,1.5991,1
2.9352,2.1182,1
2.7913,2.6736,-1
2.9064,2.7148,1
3.6554,2.848,1
2.9503,2.3081,1
2.6887,3.1283,-1
3.9713,2.8099,1
2.0982,2.6718,-1
2.811,0.68311,1
2.5953,4.8788,-1
3.0527,1.7542,1
1.6314,3.5063,-1
1.7837,4.1865,-1
2.3935,2.9775,-1
3.4828,3.226,1
2.8205,1.5195,1
3.1597,0.74287,1
1.7906,1.9246,-1
2.6877,2.4656,1
3.0719,2.4176,1
3.795,2.6346,1
0.72912,3.3366,-1
0.85153,1.9275,-1
2.4918,2.4206,-1
4.6144,4.1751,1
3.4681,3.6069,-1
2.8156,2.9186,-1
2.6164,2.0707,1
4.1921,3.4074,1
2.1593,2.8918,-1
2.2383,3.2483,-1
2.3763,3.1512,-1
3.059,0.8047,1
3.6317,3.4662,1
3.6815,4.2225,-1
3.1301,2.5012,1
3.1851,2.6612,1
0.76868,0.91617,-1
1.9024,3.3072,-1
3.0756,2.6938,1
2.8102,1.6701,1
1.1267,2.0919,-1
2.5611,2.5734,-1
2.6665,2.4664,1
2.0263,3.5153,-1
5.1073,4.1591,1
2.9047,1.7914,1
3.6243,1.2994,1
0.68565,3.9329,-1
2.2917,2.6709,-1
3.0856,0.07312,1
2.8875,3.1654,-1
3.2709,2.5064,1
2.1643,2.8233,-1
2.4958,0.91074,1
1.2241,3.4642,-1
3.3751,2.9633,1
3.3056,1.978,1
2.6984,4.3523,-1
3.2365,2.1402,1
2.2313,2.8666,-1
1.799,2.5522,-1
4.6951,2.8923,1
2.9511,2.1613,1
4.0765,2.5573,1
0.50174,1.9612,-1
2.4004,-0.050894,1
1.8284,1.2043,1
2.1686,1.8564,1
3.4625,2.3761,1
3.4391,2.4144,1
1.649,1.171,1
3.2183,3.0158,1
3.6609,2.801,1
1.6606,2.0521,-1
4.0641,3.4988,1
3.9312,4.6547,-1
3.9638,3.1159,1
2.5528,3.2689,-1
0.92314,2.8035,-1
2.2718,1.2749,1
1.8679,3.3172,-1
3.6757,2.7753,1
2.0692,1.8413,1
3.3772,2.2429,1
1.241,3.7023,-1
3.4904,1.6464,1
5.275,1.8761,1
3.4922,1.4516,1
1.5629,2.4004,-1
2.6268,3.0476,-1
3.5415,1.39,1
2.6493,2.7474,-1
2.0303,2.2137,-1
4.135,3.1864,1
1.2605,3.6236,-1
2.9693,3.7755,-1
1.1553,1.8628,-1
1.8313,1.99,-1
3.9809,2.0168,1
3.5445,4.3787,-1
1.7672,1.5784,1
4.2891,2.1855,1
4.1079,0.79521,1
3.332,4.0652,-1
4.3858,4.0687,1
3.3609,3.1893,1
2.7585,2.2604,1
2.0903,0.66202,1
1.4755,3.3553,-1
3.4109,2.0465,1
3.0963,3.674,-1
2.9404,1.1341,1
2.2782,2.3339,-1
0.76646,1.6019,-1
3.0826,2.9657,-1
2.8244,2.5177,1
1.6012,2.6674,-1
2.7225,3.102,-1
2.642,2.0395,1
2.7958,2.2901,1
2.9204,2.2352,1
2.866,4.22,-1
2.089,2.518,-1
3.2796,1.8022,1
4.4859,1.4063,1
3.3465,2.1996,1
2.6987,2.3825,1
4.2265,1.7545,1
1.1957,4.1631,-1
1.2892,3.0496,-1
2.0146,3.1714,-1
2.4073,1.3137,1
6.2599,4.1029,1
0.78315,1.5868,-1
1.4025,1.853,-1
1.4781,4.6884,-1
3.7231,2.6625,1
2.3657,3.7054,-1
2.9812,1.7872,1
1.554,3.5277,-1
3.6877,1.8565,1
3.1113,2.1083,1
2.3142,5.3091,-1
0.32619,4.2678,-1
3.8467,3.486,1
3.2991,0.43367,1
4.3553,2.3201,1
2.8342,1.9103,1
0.53174,3.2195,-1
2.4898,0.81812,1
2.106,4.5768,-1
0.48718,4.3364,-1
4.6119,2.7176,1
3.3842,3.0607,1
2.9398,1.2855,1
4.4483,1.8052,1
2.5313,2.359,1
3.2683,2.1647,1
6.3142,2.3335,1
1.9183,1.1593,1
3.4161,3.3625,-1
3.0494,2.528,1
3.1389,1.3475,1
1.7722,2.3211,-1
2.4882,2.4846,-1
3.7623,3.6619,-1
2.9398,3.0373,-1
1.7665,4.7683,-1
1.85,3.8226,-1
3.0927,4.2169,-1
3.81,3.2415,1
4.7261,2.8226,1
